brand,model,price,year,mileage,engine_power,engine_displacement,fuel_consumption,registration_until,service_book,garage_kept,num_of_features
Audi,A3,24000.0,2020,82000,110,1.498,6.0,2025-10-31,True,True,41
Fiat,500,5300.0,2009,126109,51,1.242,5.0,2025-06-30,True,False,33
Ford,Focus Karavan,12000.0,2020,178300,88,1.499,6.0,2025-07-31,True,False,51
Audi,A5 Sportback,27990.0,2019,98000,100,1.968,5.5,,True,False,50
Citroën,C5,7800.0,2012,335000,120,1.997,7.0,2025-02-28,False,False,86
BMW,serija 1,13000.0,2017,135000,85,1.496,6.8,2025-11-30,False,True,95
Citroën,C4 Cactus,11450.0,2019,125000,81,1.2,6.5,2025-10-31,True,True,44
BMW,M2,56000.0,2018,86000,302,2.979,8.0,2024-11-30,False,True,55
Audi,A1,19250.0,2019,105000,85,0.999,7.0,2025-09-30,True,True,21
BMW,serija 1,7500.0,2013,201000,85,1.995,6.5,2025-04-30,False,False,77
BMW,serija 3 Cabriolet,13200.0,2008,220000,110,1.998,5.7,,False,True,13
Ford,Focus Karavan,15800.0,2021,157154,110,2.0,5.2,,True,False,62
BMW,serija 4 Gran Coupe,31500.0,2017,137000,240,2.998,7.2,2025-04-30,False,False,37
Ford,Explorer,59999.0,2021,83700,336,2.956,6.0,,True,False,67
Citroën,C4 Cactus,7700.0,2016,229000,73,1.56,5.0,2025-07-31,True,True,50
Audi,A7,55900.0,2019,74800,210,3.0,8.0,2025-10-31,False,True,60
Audi,A7,57000.0,2019,127000,210,3.0,8.4,2025-07-31,False,False,68
Audi,A4 Avant,17500.0,2017,215000,110,1.968,5.5,2025-07-31,False,False,49
Audi,A6,45000.0,2020,84400,270,1.984,7.4,2025-07-31,True,False,59
Ford,C-Max,4950.0,2008,174000,66,1.56,4.79,,False,False,39
Ford,Focus,2300.0,2008,385000,85,1.753,5.6,2025-06-30,False,False,26
Alfa Romeo,Stelvio,26999.0,2017,128254,154,2.143,6.7,,True,True,75
BMW,X6,39900.0,2017,220000,230,3.0,10.0,2025-07-31,True,True,67
Dacia,Duster,5950.0,2012,205000,77,1.6,7.0,2024-12-31,False,True,33
Citroën,C3,3999.0,2013,210000,50,1.398,4.0,,True,True,68
BMW,serija 5,35900.0,2018,174000,195,2.993,6.0,2025-06-30,True,False,72
BMW,serija 5,3500.0,1999,297000,85,2.497,6.8,2025-02-28,True,False,18
BMW,serija 5,20900.0,2011,148000,150,2.998,7.0,2025-07-31,False,True,43
Audi,A6,21500.0,2017,220500,160,2.967,6.0,2025-04-30,True,False,58
Audi,Q8,84950.0,2019,63241,210,2.967,5.5,,True,False,65
Abarth,500,26500.0,2023,20500,121,1.4,9.0,2025-12-31,True,False,55
Dacia,Sandero,8190.0,2015,103000,66,1.461,5.0,,True,False,44
Audi,A3,12750.0,2013,159000,77,1.598,5.5,,True,True,53
BMW,X3,7000.0,2006,230000,110,1.995,6.5,2025-01-31,True,False,67
Ford,S-Max,28800.0,2020,67000,140,1.995,7.5,2025-10-31,True,False,98
Audi,A4 Avant,25500.0,2021,134000,110,1.968,5.2,2025-05-31,True,False,35
BMW,serija 1,9400.0,2014,219000,85,1.995,6.0,2025-07-31,True,False,80
Ford,Mondeo Karavan,11300.0,2016,171000,110,1.997,5.0,2025-03-31,True,False,49
Audi,A3,11200.0,2015,259000,110,1.968,4.6,2025-07-31,False,True,82
Citroën,Jumper,10999.0,2014,208000,81,2.198,7.0,2025-04-30,False,False,43
BMW,M4,54850.0,2015,22000,317,2.979,13.5,2025-03-31,True,False,65
Audi,Q5,38000.0,2020,91500,220,1.984,2.0,2025-04-30,True,True,64
Ford,Focus,6900.0,2014,137000,85,1.997,5.5,2025-03-31,False,False,15
Audi,A4,7800.0,2011,337000,100,1.968,5.5,2025-09-30,True,True,35
Fiat,Tipo,7200.0,2017,200000,88,1.497,6.0,2025-03-31,True,False,9
BMW,serija 3,8500.0,2012,310000,135,1.995,5.2,2024-12-31,False,False,57
Audi,A1,12500.0,2012,161000,136,1.4,6.5,2025-06-30,True,True,48
Audi,Q3,77777.0,2022,32500,294,2.48,9.0,2025-06-30,True,False,67
Audi,A4,16000.0,2017,257899,110,1.968,6.0,2024-08-31,True,True,74
Audi,A5 Sportback,40200.0,2019,82000,140,1.968,5.2,2025-04-30,True,True,72
BMW,serija 3,9990.0,2014,257000,85,1.995,6.0,2025-10-31,True,False,61
Alfa Romeo,Stelvio,47900.0,2022,18450,154,2.143,5.9,,False,False,48
Audi,A5 Coupe,26999.0,2018,209000,160,3.0,6.5,2025-06-30,True,True,63
Audi,A4,20000.0,2013,188000,130,2.0,5.6,2025-07-31,True,False,57
Audi,Q3,24999.0,2021,159413,110,1.968,5.5,,True,False,39
Ford,Ranger,64000.0,2023,7800,157,2.0,9.0,2024-10-31,True,False,49
BMW,X3,43000.0,2019,113000,195,2.993,8.0,2025-06-30,False,False,67
Audi,A5 Sportback,16000.0,2014,198000,110,1.986,6.0,2024-11-30,True,True,46
Audi,Q5,47900.0,2020,76631,170,2.967,5.5,,False,False,42
Ford,C-Max,11499.0,2016,134000,110,1.997,6.0,2025-09-30,False,True,77
BMW,serija 3 Coupe,14600.0,2002,115800,141,2.494,8.0,2025-03-31,True,True,62
Ford,B-Max,6900.0,2014,226532,55,1.499,4.7,,True,False,81
BMW,serija 3,17900.0,2015,154000,105,1.998,4.5,2025-12-31,False,True,56
Audi,A6 Avant,38400.0,2018,145000,210,2.967,6.1,2024-12-31,True,False,99
Audi,Q8,59900.0,2019,180174,210,2.967,8.6,,False,False,49
Audi,A4 Avant,10000.0,2013,200000,100,1.998,5.0,2025-02-28,False,True,47
Citroën,DS4,7000.0,2014,215000,84,1.6,5.0,2025-02-28,False,False,43
Fiat,Barchetta,18000.0,1997,73000,96,1.8,8.0,,False,True,27
Ford,Ranger,90000.0,2024,4800,177,3.0,12.0,2025-01-31,True,False,50
BMW,serija 3,6100.0,2010,245000,100,1.8,7.0,2024-12-31,False,True,26
Ford,B-Max,6990.0,2013,198000,70,1.6,5.0,,True,False,48
Audi,A4,7400.0,2010,202000,132,2.0,8.5,2025-10-31,True,False,52
Audi,A4,25950.0,2020,188456,110,1.968,5.5,,True,False,56
BMW,serija 5,43950.0,2022,83580,140,1.995,5.2,2025-03-31,True,True,71
BMW,serija 3,16700.0,2015,134000,105,1.995,6.0,2025-01-31,True,True,53
BMW,serija 1,10000.0,2014,250800,85,1.995,6.0,2025-04-30,True,False,30
Citroën,C4 Grand Picasso,15990.0,2019,131115,120,1.997,6.0,,True,False,10
Audi,A3,14950.0,2018,193000,85,1.598,5.0,2025-04-30,True,True,46
BMW,serija 5,15000.0,2015,281200,190,2.993,8.0,2024-12-31,False,True,89
Dacia,Duster,13000.0,2018,154600,80,1.461,4.8,2025-07-31,False,True,45
Audi,A8,24500.0,2014,350000,190,2.967,7.0,2025-04-30,False,True,70
Fiat,Bravo,5900.0,2015,177000,77,1.598,4.8,,False,True,50
BMW,serija 5,32750.0,2018,165000,195,3.0,6.0,2025-07-31,False,True,66
Audi,A3,10300.0,2013,230000,90,1.395,6.0,,True,True,7
Audi,Q3,36000.0,2022,19700,110,1.968,5.5,2025-02-28,True,True,89
Ford,Fiesta,6350.0,2012,174000,52,1.399,4.5,2025-06-30,True,True,31
Ford,Focus,5900.0,2010,109000,74,1.596,7.5,2025-07-31,True,True,48
BMW,serija 1,9000.0,2016,194966,70,1.496,5.0,2025-06-30,False,False,63
Audi,A6,35400.0,2020,68043,150,1.968,4.5,,False,False,38
Audi,A6,7800.0,2006,263000,188,3.156,10.0,2025-01-31,False,False,45
BMW,serija 3,11900.0,2012,218000,135,1.995,6.0,2024-12-31,False,True,80
BMW,serija 1,12300.0,2015,190000,70,1.598,6.5,2025-09-30,True,False,46
Ford,Focus,6300.0,2013,94000,74,0.998,6.0,2025-11-30,True,True,50
BMW,serija 5,63000.0,2021,75000,210,2.996,4.9,2025-07-31,True,True,77
Ford,Mondeo,7500.0,2013,205000,120,1.997,6.5,2025-02-28,True,False,41
Audi,A3,18200.0,2021,55265,81,0.999,5.0,2025-07-31,True,True,58
BMW,serija 3 Touring,8900.0,2014,299000,120,1.995,5.2,2025-02-28,False,False,53
BMW,serija 4 Gran Coupe,25500.0,2017,79990,140,1.995,6.5,2025-04-30,True,True,64
Audi,Q3,34999.0,2019,107000,110,1.968,6.5,2025-07-31,True,True,116
Audi,A4,12900.0,2013,175000,88,1.968,5.0,,False,True,68
Audi,A8,42000.0,2018,203500,210,2.967,5.9,2025-11-30,True,True,92
Citroën,C4,16750.0,2021,17400,75,1.199,4.6,,True,True,66
Ford,Focus Karavan,7950.0,2015,211300,110,1.998,6.0,,True,True,56
Audi,A5 Sportback,28500.0,2017,70000,140,1.968,7.0,2025-02-28,True,True,56
Citroën,Berlingo,14900.0,2020,87000,96,1.499,6.0,2025-04-30,True,False,36
Ford,Mondeo Karavan,6250.0,2011,182000,85,1.596,5.2,2025-07-31,False,True,36
Audi,A1,13250.0,2015,129000,70,0.999,5.0,,True,True,72
Audi,Q3,17200.0,2015,148000,110,1.968,6.0,,True,True,49
Audi,Q5,39000.0,2019,33000,140,1.968,5.5,2024-12-31,True,True,93
BMW,serija 4 Cabriolet,32000.0,2017,180000,230,2.993,7.5,2025-02-28,False,False,11
Dacia,Sandero,7700.0,2016,102000,66,0.898,5.0,2025-10-31,False,True,18
Audi,A5 Sportback,27500.0,2019,150000,110,1.968,5.0,,False,False,61
BMW,serija 3,10490.0,2012,179000,105,1.995,6.0,,True,False,51
BMW,serija 5 Touring,19000.0,2017,200000,160,1.995,7.0,2025-09-30,False,False,69
BMW,serija 2 Active Tourer,12950.0,2017,180000,85,1.496,5.0,2025-07-31,True,False,41
Audi,Q5,41500.0,2020,72000,140,1.995,6.5,2025-07-31,False,True,66
Ford,Fiesta,7200.0,2016,150000,70,1.5,5.0,2025-10-31,False,True,39
Ford,Fiesta,3599.0,2009,207586,66,1.56,4.8,2025-05-31,False,False,26
Ford,C-Max,6300.0,2010,156234,85,1.56,5.0,,True,True,52
Audi,TT,11000.0,2008,198000,125,2.0,7.0,2025-11-30,False,True,43
Citroën,C3,3150.0,2008,137500,54,1.36,6.0,2024-12-31,True,False,39
BMW,serija 3,15500.0,2014,260000,190,2.998,7.0,2025-09-30,False,True,43
Audi,A3,22500.0,2021,34000,81,1.0,5.0,2025-06-30,True,True,40
Audi,A3,14500.0,2013,182000,110,2.0,5.0,2025-07-31,True,False,56
Audi,A3,19999.0,2018,44000,85,0.999,5.0,2025-05-31,False,False,48
Audi,A4 Avant,33000.0,2020,99000,140,1.968,5.0,2025-07-31,False,False,47
Fiat,500,11500.0,2019,42100,51,1.242,5.5,,True,True,45
Ford,Mondeo Karavan,7500.0,2012,197000,120,1.997,7.1,2025-03-31,False,False,83
Audi,Q5,50990.0,2020,106320,170,2.967,7.0,,True,True,69
Ford,C-Max,6900.0,2014,125000,74,1.0,5.0,,True,True,50
Audi,A6 Avant,21000.0,2017,240000,160,2.998,7.0,2025-04-30,False,False,45
Alfa Romeo,Giulia,33990.0,2022,44392,118,2.143,7.0,2025-02-28,False,False,45
Fiat,500,7999.0,2015,146844,51,1.242,5.0,,True,True,62
Audi,A5 Sportback,25000.0,2019,187000,140,1.968,6.5,2025-09-30,False,True,68
Audi,Q3,44200.0,2021,50000,110,1.968,5.8,2025-06-30,True,False,10
Audi,S8,23999.0,2008,178000,331,5.2,12.0,,True,True,54
Citroën,C3,6299.0,2011,50000,44,1.124,4.5,2025-03-31,True,True,39
Ford,Focus Karavan,8350.0,2015,153200,88,1.499,5.0,,True,True,57
Audi,A3,12690.0,2015,182600,110,1.968,5.0,,True,False,65
Ford,Ecosport,8400.0,2014,188000,66,1.5,4.0,2025-07-31,False,False,12
Audi,A6 Avant,23700.0,2017,80000,110,1.968,6.4,2024-12-31,True,True,32
BMW,X1,48000.0,2023,25000,100,1.499,6.6,,False,True,47
Abarth,500,21800.0,2018,51000,132,1.399,7.0,2025-05-31,False,True,51
Audi,A6 Avant,26666.0,2019,191800,150,1.968,5.6,,False,False,112
Citroën,C4 Picasso,8999.0,2015,152430,110,1.997,4.2,,True,True,58
Ford,Focus Karavan,12500.0,2019,105000,88,1.498,5.0,2025-07-31,True,False,53
Audi,A6,22990.0,2016,213000,140,1.968,6.0,2024-10-31,True,True,88
Audi,A3,13600.0,2014,227000,110,1.968,5.5,2025-04-30,True,True,55
Audi,A4,56900.0,2024,1190,210,2.967,7.9,2025-08-31,True,True,69
Ford,Focus Karavan,13499.0,2019,124000,88,1.499,4.4,,True,False,90
BMW,serija 3,19000.0,2017,153000,140,1.995,6.0,,False,False,47
BMW,serija 3,40990.0,2021,36000,140,1.995,6.0,2025-04-30,True,True,63
BMW,serija 1,16500.0,2017,109000,110,2.0,5.0,2025-08-31,True,True,48
Alfa Romeo,Giulietta,9500.0,2016,183000,88,1.598,5.5,2025-07-31,False,True,65
Audi,A6,17000.0,2014,185000,140,2.0,5.5,2025-03-31,True,True,56
Alfa Romeo,Stelvio,22900.0,2018,139175,110,2.143,6.5,,True,True,16
BMW,serija 5,18500.0,2013,190000,135,2.0,6.6,2024-10-31,False,False,51
Ford,Focus,4490.0,2010,240000,80,1.56,5.0,,True,True,27
Fiat,Panda,4990.0,2013,195000,62,0.876,5.0,,False,True,23
Audi,A3,22900.0,2018,90000,110,1.498,6.5,2025-06-30,True,True,64
BMW,serija 3 Touring,7190.0,2010,194000,105,1.995,6.0,,False,False,49
BMW,serija 5,17500.0,2016,225000,140,2.0,7.0,2025-04-30,True,True,57
Ford,Focus,4390.0,2006,156000,66,1.56,4.6,2025-08-31,True,True,44
Ford,Ranger,28500.0,2016,198000,147,3.2,10.0,2025-02-28,False,True,48
BMW,serija 3 Touring,10300.0,2013,247000,135,1.995,6.0,2025-06-30,False,False,49
Ford,C-Max,4450.0,2010,248000,66,1.598,5.0,2025-12-31,True,True,38
BMW,X2,29000.0,2019,100000,110,1.995,5.3,2024-12-31,True,True,54
Audi,A3,12800.0,2016,267000,110,1.968,5.0,,False,False,77
Audi,A3,10900.0,2013,243000,110,1.968,6.0,2025-08-31,True,False,71
BMW,serija 1,11990.0,2015,250000,105,1.995,6.0,2025-06-30,False,False,44
Audi,A4 Avant,20450.0,2017,215000,160,2.967,6.7,2024-11-30,True,True,63
Ford,Grand C-Max,6950.0,2011,199000,85,1.56,4.7,,True,True,50
Ford,Focus Karavan,13600.0,2017,143205,110,1.997,6.5,2025-08-31,True,True,93
BMW,serija 3 Touring,9500.0,2014,237000,105,1.995,5.8,2025-10-31,False,True,94
Ford,S-Max,18490.0,2019,199000,140,1.996,6.4,,False,True,33
Audi,A4,17850.0,2016,135000,90,1.968,6.0,,True,False,46
Citroën,C3,3600.0,2012,197251,50,1.398,4.5,2025-02-28,False,False,32
Ford,Fiesta,7090.0,2015,151000,70,1.499,5.0,2025-11-30,False,True,47
Ford,Focus,15850.0,2018,133000,88,1.499,4.5,2024-12-31,True,True,58
Audi,A4 Avant,17999.0,2019,168000,90,1.968,5.0,,True,False,50
Audi,A1,10500.0,2014,99000,63,1.197,7.0,2025-06-30,False,False,26
BMW,serija 5,34890.0,2020,35000,110,1.995,6.0,,True,False,112
Cupra,Formentor,28900.0,2021,41000,110,1.498,7.0,2025-10-31,True,True,73
Audi,A4,20500.0,2016,133000,110,1.968,5.6,2025-07-31,False,False,62
BMW,X1,45000.0,2023,7600,110,1.499,6.6,2025-01-31,False,True,52
BMW,serija 3,32500.0,2020,92000,140,1.995,6.5,2025-02-28,True,False,95
Fiat,500,5800.0,2011,159000,58,0.98,4.0,2025-07-31,True,True,37
Audi,A6,29499.0,2019,107500,150,1.968,5.5,2025-05-31,False,False,78
Fiat,500,4990.0,2007,175871,55,1.248,4.5,,False,True,17
BMW,serija 3,12899.0,2014,220000,120,1.995,7.0,,False,True,49
Fiat,500,7500.0,2014,202000,70,1.3,4.5,2025-03-31,True,True,39
BMW,X3,39999.0,2019,124595,240,2.993,6.6,,True,False,46
Ford,Fiesta,4750.0,2011,212000,51,1.398,5.0,,True,True,8
Citroën,C4 Picasso,8399.0,2015,168000,88,1.56,5.0,2025-12-31,True,True,83
Citroën,C4 Picasso,8399.0,2015,179000,88,1.56,5.0,2025-12-31,True,True,104
Fiat,Tipo,9500.0,2017,105232,65,1.3,4.5,,False,True,30
BMW,serija 6,33000.0,2011,198000,233,2.993,7.0,2025-03-31,False,True,60
Audi,A4 Avant,15999.0,2016,109000,110,1.968,7.0,,True,True,95
Fiat,Tipo,9999.0,2016,149000,88,1.598,5.0,,True,True,54
Citroën,C4,4499.0,2011,233000,88,1.598,5.0,,True,True,69
Citroën,DS4,8900.0,2015,162000,133,1.997,5.5,,False,True,58
Ford,B-Max,5999.0,2014,147000,55,1.499,4.5,,True,True,66
Fiat,Panda,3800.0,2012,186700,51,1.242,5.0,,True,True,48
Dacia,Lodgy,14999.0,2021,31425,96,1.332,6.0,,True,True,56
Audi,RS5,85000.0,2021,33900,331,2.895,8.0,2025-07-31,True,False,68
Audi,A4,43300.0,2023,20100,120,1.968,6.5,2025-08-31,False,True,63
Audi,S6 Avant,57500.0,2020,89385,257,2.967,6.5,,True,True,77
Audi,S6 Avant,63500.0,2021,90250,257,2.967,7.2,,True,True,74
Audi,S6,65000.0,2021,39050,253,2.967,7.0,,True,True,69
Audi,S6,65800.0,2021,51540,253,2.967,7.0,,True,True,71
Audi,Q8,77500.0,2020,95000,210,2.967,6.8,,True,True,71
Audi,Q8,71500.0,2019,89990,210,2.967,6.8,,True,True,75
BMW,serija 3,22990.0,2019,140000,110,1.995,6.0,,True,False,50
Fiat,500L,10500.0,2017,126000,88,1.598,6.3,2025-01-31,True,False,66
Audi,A3,11500.0,2016,182045,81,1.598,4.9,2025-06-30,True,False,48
Ford,C-Max,5000.0,2010,225360,103,1.999,6.0,2025-07-31,False,True,39
BMW,serija 2 Active Tourer,12900.0,2015,147000,85,1.59,5.0,2025-02-28,True,True,58
Audi,Q5,15900.0,2012,180000,135,1.999,8.0,2025-06-30,True,True,72
BMW,serija 2 Active Tourer,12300.0,2017,180000,105,1.998,6.0,2025-08-31,True,True,78
Fiat,Doblo,8400.0,2012,207000,99,1.956,6.0,2025-06-30,True,True,49
BMW,serija 1,8700.0,2015,206000,85,1.995,5.0,2025-09-30,False,False,27
BMW,serija 5 Touring,14500.0,2012,220000,200,2.996,9.0,2025-01-31,False,False,80
BMW,serija 5,66000.0,2023,25000,145,1.995,5.2,,False,True,55
Citroën,Berlingo,6300.0,2011,246500,68,1.56,6.5,2025-05-31,False,True,66
BMW,serija 3 Touring,13500.0,2015,167000,135,1.995,6.0,2025-11-30,True,False,50
Audi,A4 Avant,20000.0,2017,140000,110,1.968,6.0,,False,False,71
Audi,RS5,67900.0,2018,51200,331,2.894,10.0,2024-12-31,True,True,59
Audi,A3,1700.0,2001,219000,92,1.781,9.0,2025-01-31,False,False,72
Citroën,C5 Aircross,17999.0,2020,116367,96,1.499,5.8,,True,False,65
Audi,A4,27000.0,2019,128000,110,1.998,5.5,2025-03-31,False,True,53
Dacia,Sandero,7500.0,2019,220000,70,1.461,5.0,2025-01-31,False,False,49
Dacia,Jogger,17500.0,2023,45000,74,0.999,6.5,2025-07-31,False,False,61
Citroën,C5 Aircross,24000.0,2020,38000,133,1.993,6.2,2025-05-31,False,False,59
Audi,A3,15350.0,2018,162200,85,1.598,5.0,2025-08-31,True,False,4
BMW,serija 5,34500.0,2021,101000,110,1.995,6.0,,True,False,115
Ford,Edge,18900.0,2017,147900,154,1.997,6.0,2025-07-31,True,False,82
Ford,Fiesta,10550.0,2021,47000,55,1.084,4.5,,True,False,41
BMW,serija 3 Touring,28990.0,2021,137124,140,1.995,5.5,,True,True,133
Fiat,500,13290.0,2023,43000,52,0.999,4.6,2025-07-31,True,False,40
BMW,serija 3,11600.0,2015,217000,85,1.995,5.0,2025-11-30,False,False,52
BMW,serija 5,53999.0,2021,100500,210,2.993,6.0,,True,False,73
Citroën,C5,2390.0,2008,310000,80,1.56,5.5,2025-06-30,False,False,71
BMW,serija 5 Touring,21000.0,2015,183500,230,2.993,6.0,2025-10-31,False,True,100
BMW,serija 5 Touring,25300.0,2018,151000,140,2.0,6.7,2024-12-31,False,False,50
BMW,serija 3,24500.0,2018,110000,140,2.0,5.0,2025-03-31,True,False,56
Audi,A6,18000.0,2015,280000,160,3.0,6.0,2025-10-31,True,True,64
Ford,Focus,6200.0,2011,162000,70,1.56,4.5,2025-06-30,False,False,55
Audi,A4 Avant,17980.0,2019,177708,100,1.968,4.8,,True,True,54
BMW,serija 3,35099.0,2019,94800,140,1.998,5.5,2025-02-28,True,True,71
BMW,serija 2 Active Tourer,10900.0,2015,219000,85,1.496,4.7,2025-12-31,False,False,57
BMW,serija 3,38800.0,2023,9468,115,1.998,6.5,2025-08-31,True,True,68
BMW,serija 2 Active Tourer,12100.0,2015,172000,110,1.995,5.3,2025-07-31,False,False,77
Ford,S-Max,21000.0,2017,187000,132,2.0,6.0,2025-08-31,True,True,62
Audi,A5 Sportback,24900.0,2019,127900,110,1.968,5.0,,True,True,87
Ford,Focus Karavan,3100.0,2009,220000,80,1.56,5.5,2025-01-31,False,False,48
Dacia,Lodgy,6400.0,2014,147000,85,1.198,5.0,,True,True,62
BMW,X5,57999.0,2019,165000,294,2.993,7.0,2025-09-30,True,True,113
BMW,serija 3 Coupe,23000.0,2007,260000,225,2.979,10.0,2025-03-31,False,False,60
BMW,serija 3,6950.0,2011,281792,105,1.995,5.5,2025-02-28,False,False,13
Audi,A3 Coupe,5900.0,2009,197000,77,1.598,4.2,2025-07-31,False,True,42
BMW,serija 3,24900.0,2016,211000,190,2.997,7.0,2025-11-30,False,False,63
Audi,TT,40000.0,2017,117000,228,2.0,11.0,2025-01-31,False,True,48
Dacia,Sandero,11000.0,2021,97000,100,1.0,6.0,2025-08-31,True,False,61
Ford,Fiesta,15990.0,2023,1300,74,0.998,6.5,2025-09-30,True,True,51
Ford,Focus Karavan,8200.0,2015,153052,88,1.5,4.9,,True,True,57
Ford,Focus Karavan,6200.0,2013,180000,77,1.56,6.0,2025-03-31,True,True,51
BMW,serija 3,10750.0,2015,274000,105,2.0,5.6,2025-02-28,True,False,58
BMW,serija 1,8850.0,2014,196000,105,2.0,5.2,2025-08-31,True,False,48
Audi,Q3,43500.0,2024,20500,110,2.0,6.0,2025-01-31,True,True,62
Audi,Q2,34950.0,2018,80000,140,1.968,6.5,2025-02-28,True,False,60
Audi,A6,18650.0,2016,231456,160,2.967,6.0,,True,False,52
Citroën,DS3,7990.0,2016,80500,60,1.199,6.5,,True,True,41
Fiat,500L,8650.0,2014,128000,77,1.598,5.0,,True,True,54
Ford,Fiesta,6500.0,2014,145000,74,0.998,5.0,2025-11-30,False,False,75
BMW,serija 3,45000.0,2020,82000,210,3.0,7.0,,False,False,62
Citroën,Jumper,12500.0,2018,92000,96,2.0,5.0,,True,True,9
Ford,Focus Karavan,3800.0,2008,224900,66,1.56,4.2,,False,False,32
BMW,serija 3,34300.0,2021,44000,135,2.0,7.0,2025-08-31,False,False,49
BMW,serija 5 Touring,10500.0,2010,284000,135,1.995,6.0,2025-05-31,True,True,62
Cupra,Formentor,28000.0,2021,19000,110,1.395,1.5,2025-07-31,True,False,80
Audi,A3,18999.0,2019,100800,85,1.598,5.5,,True,False,75
Citroën,C4 Grand Picasso,6100.0,2016,323634,110,1.997,6.8,,True,False,40
Audi,A4,15450.0,2015,180123,100,1.968,5.5,,True,False,51
Alfa Romeo,Giulietta,17000.0,2017,130000,128,1.956,6.0,2024-12-31,True,False,30
BMW,serija 4 Coupe,43500.0,2021,86000,190,1.998,6.5,2025-07-31,True,False,60
Ford,Focus Karavan,4499.0,2011,245213,85,1.598,4.0,2024-11-30,True,True,37
Audi,A5 Sportback,27800.0,2018,128000,160,2.976,5.0,2025-08-31,False,True,55
Audi,A4 Avant,12999.0,2015,175200,100,1.968,5.5,2025-07-31,True,True,58
Audi,A3,28200.0,2020,118000,110,1.968,5.0,2025-02-28,True,True,62
BMW,serija 5,39900.0,2022,62000,140,1.995,5.0,2025-07-31,False,False,83
Audi,A4 Avant,29900.0,2021,80000,120,1.968,5.8,2025-02-28,True,True,100
Citroën,C4 Cactus,7690.0,2015,98000,60,1.199,6.5,,True,True,37
Ford,Focus Karavan,18500.0,2020,123000,110,1.995,5.8,2025-03-31,False,True,83
BMW,serija 1,16999.0,2019,99468,85,1.496,4.0,,True,True,68
Audi,A5 Sportback,48800.0,2020,58000,170,2.999,7.0,2025-03-31,True,True,73
Ford,Focus Karavan,11999.0,2019,99000,92,0.998,7.8,2025-04-30,False,False,84
Audi,A4 Avant,27000.0,2019,68400,140,1.968,5.0,,True,True,64
Fiat,Tipo,10550.0,2016,139100,88,1.598,5.5,,True,True,59
BMW,serija 2 Active Tourer,12700.0,2015,159000,110,1.995,6.0,2025-02-28,False,False,37
Audi,A4 Avant,20500.0,2017,138000,140,1.968,6.5,2025-03-31,True,True,67
BMW,X5,70000.0,2022,40000,210,2.993,8.5,2025-07-31,True,True,130
BMW,serija 1,31000.0,2019,128000,250,2.998,8.0,2025-08-31,True,True,62
Ford,Fiesta,2400.0,2003,187000,55,1.398,5.0,2025-02-28,False,False,11
Audi,A6 Allroad,17250.0,2013,278000,180,2.967,7.2,2025-11-30,True,True,30
BMW,serija 3,22999.0,2015,186000,140,1.995,6.0,2025-08-31,True,True,60
BMW,serija 5 Touring,22300.0,2019,191000,140,1.995,6.5,2025-05-31,False,False,96
BMW,serija 2 Active Tourer,15999.0,2016,173700,110,1.995,5.2,,True,True,63
Ford,Focus,4500.0,2010,144000,80,1.56,5.0,,False,False,44
Audi,A4,30700.0,2016,48000,140,1.968,6.5,2025-02-28,True,True,79
BMW,X3,24500.0,2013,183000,135,1.995,7.5,2025-03-31,False,False,54
Audi,Q7,38499.0,2015,240000,200,2.967,9.1,2025-05-31,True,True,107
Audi,A6,42000.0,2019,135000,210,2.967,6.0,,True,True,61
Ford,Fiesta,8549.0,2020,109700,63,1.499,6.5,,False,False,28
Alfa Romeo,159 SW,2200.0,2007,308000,110,1.91,6.5,2025-02-28,False,False,57
Ford,Fiesta,13850.0,2021,60000,74,0.998,5.5,2025-08-31,True,True,103
Audi,A3,17500.0,2017,91000,110,1.968,5.0,2025-06-30,False,False,53
Audi,A6,23400.0,2017,235000,200,3.0,7.0,2025-07-31,True,True,9
Audi,A6 Avant,44000.0,2020,128000,150,1.968,5.8,2025-08-31,True,True,55
Audi,A6,32999.0,2020,84132,210,2.967,6.9,,True,False,33
Audi,Q2,16499.0,2018,146000,85,1.598,6.0,,True,True,46
Audi,A4 Avant,21300.0,2019,72000,110,1.968,5.5,2025-08-31,True,True,60
BMW,serija 4 Gran Coupe,45500.0,2022,39500,140,1.995,6.0,2025-12-31,True,False,53
BMW,serija 1,9400.0,2015,198000,100,1.598,6.0,2025-08-31,True,True,46
Audi,A3,25800.0,2020,68798,85,1.968,3.5,,True,False,87
Audi,A5 Sportback,13000.0,2013,280000,140,1.95,6.5,2025-03-31,False,True,31
Audi,A4 Avant,30000.0,2019,100000,140,1.998,6.0,2025-06-30,True,True,64
BMW,serija 3,13299.0,2015,280000,135,2.0,5.0,2025-06-30,True,True,35
Audi,A1,7990.0,2013,258087,63,1.197,5.1,,False,False,30
BMW,serija 3,7990.0,2011,214000,105,1.995,6.0,,True,False,48
Ford,C-Max,9800.0,2017,121000,74,0.998,4.5,,False,True,63
Citroën,C3,8190.0,2017,104000,50,1.199,6.5,,True,True,31
Alfa Romeo,Giulietta,9300.0,2015,160000,110,1.956,6.0,2025-02-28,True,False,61
Citroën,C2,2100.0,2007,194000,50,1.4,5.0,2025-06-30,False,True,18
Ford,Fiesta,4750.0,2010,175000,66,1.56,5.0,,True,True,50
